,text,label_category
1903,There are some restaurant where they have buffet system you can try that to test many dishes for around 13 pounds.,"[0, 0, 1, 0, 0, 0, 0, 0, 0]"
1904,You will not feel like you are in London.,"[0, 0, 0, 0, 0, 0, 0, 0, 1]"
1905,Awesome place for Chinese food.,"[0, 0, 1, 0, 0, 0, 0, 0, 0]"
1906,You can spend some time walking around this area.,"[0, 0, 0, 1, 0, 0, 0, 0, 0]"
1907,I have attached some pics for reference,"[0, 0, 0, 0, 0, 0, 0, 0, 1]"
1908,Food grocery and sexy girl..even the last one do not suggest if you don t want waste your money and take some sickness,"[0, 0, 0, 0, 0, 0, 0, 0, 1]"
1909,Chinese road with all chinese restaurant ..I will not suggest you to eat there..,"[0, 0, 1, 0, 0, 0, 0, 0, 0]"
1910,You cam find all the Asian thing..,"[1, 0, 0, 0, 0, 0, 0, 0, 0]"
1911,"Although not as big as Chinatowns in other world-class cities  it's just Lisle and Gerrard Sts really  London's version is a lively quarter with street signs in Chinese script, red lanterns strung up across the streets bobbing in the breeze, and restaurants, noodle shops and Asian supermarkets crammed in cheek by jowl.","[0, 1, 1, 0, 0, 0, 0, 0, 1]"
1912,"Northwest of Leicester Sq but a world away in atmosphere, this grand tile-roofed and red-pillared gate marks the entrance into Chinatown.","[1, 1, 0, 0, 0, 0, 0, 0, 0]"
1913,"Why on earth they dont have spacious and user friendly interior in the shops like we have in Tesco, Asda or Morrison etc..?","[0, 0, 0, 0, 0, 0, 1, 0, 0]"
1914,Its still difficult to negotiate your way round the massive clutter with hardly any space between the isles.,"[0, 0, 0, 0, 0, 0, 0, 1, 0]"
1915,"However, the products in the supermarkets have improved in quality and variety.","[0, 0, 1, 0, 0, 0, 0, 0, 0]"
1916,"The restaurants provide substandard service, the staff are rude and abrupt,the prices are inflated with quality of food low.","[0, 0, 1, 0, 1, 0, 0, 0, 0]"
1917,China Town has changed for the worst.,"[0, 0, 0, 0, 0, 0, 0, 0, 1]"
1918,Quite run down from the time I used to know it years ago!,"[0, 0, 0, 0, 0, 0, 0, 0, 1]"
1919,"disappointing visit, you find out it is a couple of streets selling over price food served by poor quality staff.","[0, 0, 1, 0, 0, 0, 0, 0, 0]"
1920,"A lot of the resteraunts are cash only ""I wonder why"".","[0, 0, 0, 0, 0, 0, 0, 0, 1]"
1921,We had more fun going around the Harry Potter shop on the next street which is well worth a look.,"[0, 0, 0, 0, 0, 0, 0, 0, 1]"
1922,Lovely family run business its been here ages and the service is always on point and never have I ever been disappointed lamb is so tender and succulent and will leave you wanting more they also have a fish and chips shop which is also amazing and I recommend this place to everyone thats asks for a good Chinese takeaway if only they were a big restaurant I know for a fact that they would always be packed thats how good the food is 5 stars anqxing isnt even jt,"[1, 0, 1, 0, 1, 0, 0, 0, 0]"
1923,The worst place to be in London.,"[0, 0, 0, 0, 0, 0, 0, 0, 1]"
1924,Food and services were very bad and very expensive for the quality of the food.,"[0, 0, 1, 0, 0, 0, 0, 0, 0]"
1925,Be careful of your belongings inside and outside the restaurants!!!!!!,"[0, 0, 0, 0, 0, 0, 0, 0, 1]"
1926,There are a lot of thieves there!,"[0, 0, 0, 0, 0, 0, 0, 1, 0]"
1927,Anyway very cool place to explore.,"[0, 0, 0, 0, 0, 0, 0, 0, 1]"
1928,It wouldn't have been the same on a clear blue sky day.,"[0, 0, 0, 0, 0, 0, 0, 0, 1]"
1929,It really set the atmosphere!,"[1, 0, 0, 0, 0, 0, 0, 0, 0]"
1930,And it was actually great to be there on a bleak and blustery day.,"[0, 0, 0, 0, 0, 0, 0, 0, 1]"
1931,It is clear to see how this area has inspired others to create great works of art.,"[0, 0, 0, 0, 0, 0, 0, 1, 0]"
1932,"The views of the surrounding land, sea and the town are spectacular.","[0, 1, 0, 0, 0, 0, 0, 0, 0]"
1933,"The actual ruins give a great insight into how mighty this abby was and the impermanence of our time on thus planet - if something as great as this building could be torn down, what can survive the ravages of time?","[1, 0, 0, 0, 0, 0, 0, 0, 0]"
1934,Don't forget the 199 steps down to the town.,"[0, 0, 0, 0, 0, 0, 0, 0, 1]"
1935,"Very expensive for £16 for us both , not much inside at all and expected more artifacts, grounds were kept lovely and got some great photos of the castle but we spent about half hour there as we got bored , climbing the 199 steps was more appealing , view from outside it doesn't cost you anything and you get more or less the same photos .so go and have a meal for the money you save and try humble pie and mash down church Street it's amazing.","[0, 1, 1, 0, 0, 0, 0, 0, 0]"
1936,"Firstly there was a hot dog stand in the Abbey grounds, with associated unpleasant smells.","[0, 0, 0, 0, 0, 0, 0, 1, 0]"
1937,I came during the Steampunk weekend.,"[0, 0, 0, 0, 0, 0, 0, 0, 1]"
1938,We were SO disappointed.,"[0, 0, 0, 0, 0, 0, 0, 0, 1]"
1939,"There was no escape as the actors & audience rush from place to place, using the entire site as a stage.","[0, 1, 0, 0, 0, 0, 0, 0, 0]"
1940,"We appreciate that this is a popular event, but had we been told when we bought our tickets that a performance like this was imminent we would have rescheduled our visit.","[0, 1, 0, 0, 0, 0, 0, 0, 0]"
1941,Whitby has been on my 'places to visit' list for decades.,"[0, 0, 0, 0, 0, 0, 0, 0, 1]"
1942,"The attitude of the staff was very poor, and appeared to run along the lines of ""they're paying us more than you"".","[0, 0, 0, 0, 1, 0, 0, 0, 0]"
1943,"It was bad enough for me, living in the UK, but they also had foreign coach tours getting the same response, so clearly the advertisement of closure was not made clear enough.","[0, 0, 0, 0, 0, 0, 0, 0, 1]"
1944,I've been wanting to go to Whitby Abbey for some time.,"[0, 0, 0, 0, 0, 0, 0, 0, 1]"
1945,Imagine my disappointment when I got there and it was closed for filming of some kind.,"[0, 0, 0, 0, 0, 0, 0, 0, 1]"
1946,You can drive up but I think walking up is best as views are too good to miss especially at night.,"[0, 1, 0, 0, 0, 0, 0, 0, 0]"
1947,199 steps aren't as bad as they sound!,"[0, 0, 0, 0, 0, 0, 0, 0, 1]"
1948,There are benches to sit on on the way up.,"[0, 0, 0, 0, 0, 0, 1, 0, 0]"
1949,"The Abbey closed until April but you can go in the garden of the YHA and take photos over their wall, but make sure you visit their cafebar inside the YHA...I was surprised how nice it was!","[0, 0, 0, 0, 0, 0, 0, 0, 1]"
1950,"Also opposite the abbey is a micro brewery where you can buy their beer and sit inside the brewey, or outside, to drink it or take bottles home, very interesting to pop your head in.","[0, 0, 1, 0, 0, 0, 0, 0, 0]"
1951,Amazing place overlooking whitby.,"[0, 0, 0, 0, 0, 0, 0, 0, 1]"
1952,A total waste of time apart from seeing bits of the top of the abbey over a 10 foot wall.,"[0, 1, 0, 0, 0, 0, 0, 0, 0]"
1953,So doubt we'd bother visiting Whitby again.,"[0, 0, 0, 0, 0, 0, 0, 0, 1]"
1954,So we walked down again.,"[0, 0, 0, 0, 0, 0, 0, 0, 1]"
1955,But when we got there it was all closed due to extensive works going on.,"[0, 0, 0, 0, 0, 0, 0, 1, 0]"
1956,"Why it's too much trouble to put up a simple sign at the bottom of the steps to tell people it's closed, and save them a pointless walk is beyond us.","[0, 0, 0, 0, 0, 0, 1, 0, 0]"
1957,"Looked amazing from a distance, and then we walked up the many steep steps to see it.","[0, 1, 0, 0, 0, 0, 0, 0, 0]"
1958,I felt the price for a standard adult ticket was quite a lot when compared with other sites in the area for example Scarborough castle of York Minster...,"[0, 0, 1, 0, 0, 0, 0, 0, 0]"
1959,"There is limited information available for free to really give you an itch to find out more about the abbey, which is disappointing.","[0, 0, 0, 0, 0, 0, 1, 0, 0]"
1960,The gift shop is full of nice trinkets and some more luxury items like replica armours etc.,"[0, 0, 1, 0, 0, 0, 0, 0, 0]"
1961,I even saw people turning around and leaving because they weren't happy with the price.,"[0, 0, 1, 0, 0, 0, 0, 0, 0]"
1962,If I could rate 0 stars I would.,"[0, 0, 0, 0, 0, 0, 0, 0, 1]"
1963,We took the tour bus to the top and was greeted with a sign that the entrance was by the car park (approx.,"[0, 0, 0, 0, 0, 1, 0, 0, 0]"
1964,We walked around and were told it was pre-booking only.,"[0, 0, 0, 0, 0, 0, 0, 0, 1]"
1965,"A building with no roof, sat in an open field.","[0, 1, 0, 0, 0, 0, 0, 0, 0]"
1966,They said it was to manage one way traffic...,"[0, 0, 0, 0, 0, 0, 0, 0, 1]"
1967,As a family then exited via the entrance...,"[0, 0, 0, 0, 0, 0, 0, 0, 1]"
1968,"The staff were arrogant, rude, incompetent and have zero sense of customer service.","[0, 0, 0, 0, 1, 0, 0, 0, 0]"
1969,"The ruin itself is beautiful, great for pictures.","[0, 1, 0, 0, 0, 0, 0, 0, 0]"
1970,"The new visitor center is really good, with lots of history and information on the area.","[0, 0, 0, 0, 0, 0, 1, 0, 0]"
1971,"Personally, Im not sure I would go out of my way to return here now I have been, but if you are in the area then its worth a look.","[0, 0, 0, 0, 0, 0, 0, 0, 1]"
1972,"The day we visited there was a performance about Dracula, I wasnt overly impressed with it though.","[0, 1, 0, 0, 0, 0, 0, 0, 0]"
1973,I was visiting Whitby and have English Heritage membership so thought I would pop into the abbey.,"[0, 0, 0, 0, 0, 0, 0, 0, 1]"
1974,"Access to the town is via 199 steps which takes you into cobbled shopping streets and the harbour, where you can also get food.","[0, 0, 0, 0, 0, 0, 0, 0, 1]"
1975,"The Abbey has a connected youth hostel with public restaurant and toilets, and a sizable car park is not far away (not free, but at least does mobile payments).","[0, 0, 0, 0, 0, 1, 1, 0, 0]"
1976,"There was an included live performance of Dracula at the time we went in the summer, performed by three capable actors which was amusing, family friendly, and engaging.","[0, 1, 0, 1, 0, 0, 0, 0, 0]"
1977,"We had an enjoyable time at the Abbey, which is English Heritage membership free (or pay per visit).","[0, 0, 0, 0, 0, 0, 0, 0, 1]"
1978,The story is well told and even after so much public interest still has new information to reveal.,"[0, 0, 0, 1, 0, 0, 0, 0, 0]"
1979,"The artifacts are well displayed, well lit and within touching distance (behind glass obviously).","[0, 1, 0, 0, 0, 0, 0, 0, 0]"
1980,Queue management is not a strong point - on arrival we were directed into a line to find that we were among people who had arrived an hour early.,"[0, 0, 0, 0, 1, 0, 0, 0, 0]"
1981,"With limited numbers allowed in, it is no wonder that we had to wait almost 49 mins past our entrance time.","[0, 0, 0, 0, 0, 0, 0, 0, 1]"
1982,"On the other hand, the exhibition itself is worth the wait.","[0, 1, 0, 0, 0, 0, 0, 0, 0]"
1983,It was hard to get a chance just to look.,"[0, 0, 0, 0, 0, 0, 0, 0, 1]"
1984,"The cafe was expensive and the coffee was awful, although would recommend the carrot cake.","[0, 0, 1, 0, 0, 0, 0, 0, 0]"
1985,"The whole thing felt a bit like an opportunity to just milk as much money out of you as possible, photo at the beginning, virtual reality tour, cloak room charges -£1 to leave a brolly!!","[0, 0, 1, 0, 0, 0, 0, 0, 0]"
1986,"Glad we visited and have seen the amazing objects but wish we had booked a later, quieter slot.","[0, 1, 0, 0, 0, 0, 0, 1, 0]"
1987,The gallery is in a great location and the entry process for the Tutenkamun exhibition was well managed.,"[0, 0, 0, 0, 1, 1, 0, 0, 0]"
1988,The exhibits looked amazing but it was just so busy in the rooms it really detracted from the experience.,"[0, 1, 0, 0, 0, 0, 0, 1, 0]"
1989,Though we had a timed ticket we had a short queue before entering the gallery.,"[0, 0, 0, 0, 0, 0, 0, 1, 0]"
1990,"The jewellery was exquisite, and the displays had enough info, without overloading the grey cells.","[0, 1, 0, 0, 0, 0, 0, 0, 0]"
1991,"Though this a popular exhibition, it was not overly crowded.","[0, 0, 0, 0, 0, 0, 0, 1, 0]"
1992,The Old Cairo museum shortly is being replaced by the new museum in Giza.,"[0, 0, 0, 0, 0, 0, 0, 0, 1]"
1993,The modern method for displaying these items is far removed from way back.,"[0, 1, 0, 0, 0, 0, 0, 0, 0]"
1994,Having visited Cairo many years ago this an opportunity to see more artifacts.,"[0, 1, 0, 0, 0, 0, 0, 0, 0]"
1995,A fact that was not overly advertised.,"[0, 0, 0, 0, 0, 0, 0, 0, 1]"
1996,"There was a good variety of artifacts, but I know many visitors will be disappointed, because the gold Death Mask was not part of the exhibition.","[0, 1, 0, 0, 0, 0, 0, 0, 0]"
1997,The exhibition itself seemed as if it could have been more creative.,"[0, 1, 0, 0, 0, 0, 0, 0, 0]"
1998,First-time visit and to be honest I felt disappointed by 2 things 1.,"[0, 0, 0, 0, 0, 0, 0, 0, 1]"
1999,Granted I have visited Egypt so may have been expecting too much! 2.,"[0, 0, 0, 0, 0, 0, 0, 0, 1]"
2000,The Cafe prices were extortionate and given you can't take your own food or drink you are beholden to the gallery's hugely inflated prices!,"[0, 0, 1, 0, 0, 0, 0, 0, 0]"
2001,Definitely deterred from visiting again -(,"[0, 0, 0, 0, 0, 0, 0, 0, 1]"
2002,I expected more given that it is Saatchi after all!,"[0, 0, 0, 0, 0, 0, 0, 0, 1]"
2003,Given the subject matter (Tutankhamun) and scale it made little impact on me which compared to the Nelson Mandela exhibition it was a let down.,"[0, 1, 0, 0, 0, 0, 0, 0, 0]"
2004,"The exhibits themselves were fantastic, but they have significantly oversold the tickets - it was absolutely packed, and every ten minutes or so another huge wave of people entered.","[0, 1, 0, 0, 0, 0, 0, 1, 0]"
2005,"We could hardly move at some points due to the number of people squeezed into such a small space, and getting to any of the exhibits was a real challenge.","[0, 0, 0, 0, 0, 0, 0, 1, 0]"
2006,"It might be better on a weekday, but I would absolutely avoid visiting on the weekend - my wife and I took my parents who are constantly visiting exhibitions and they said it was the most crowded they'd ever attended!","[0, 0, 0, 1, 0, 0, 0, 0, 1]"
2007,Tutankhamun exhibition was just fabulous.,"[0, 1, 0, 0, 0, 0, 0, 0, 0]"
2008,Thank you for a lovely day.,"[0, 0, 0, 0, 0, 0, 0, 0, 1]"
2009,I did think that the gift shop was a little overpriced.,"[0, 0, 1, 0, 0, 0, 0, 0, 0]"
2010,But the artifacts are superb.,"[0, 1, 0, 0, 0, 0, 0, 0, 0]"
2011,"The gallery is really warm, sometimes verging on uncomfortable so I'd advised leaving coats for the minimal fee of £2  the cloakroom.","[0, 0, 0, 0, 0, 0, 0, 1, 0]"
2012,The audio guide was £6 and worth it.,"[0, 0, 0, 0, 0, 0, 1, 0, 0]"
2013,It took us far longer to get round than the advertised 90 minutes (we were 4 12 hours).,"[0, 0, 0, 0, 0, 0, 0, 0, 1]"
2014,"Lifts are provided, but I have poor mobility and found it extremely tiring.","[0, 0, 0, 0, 0, 0, 1, 0, 0]"
2015,Staff lovely and helpful.,"[0, 0, 0, 0, 1, 0, 0, 0, 0]"
2016,What I would say is that you need to be patient as it was extremely crowded.,"[0, 0, 0, 0, 0, 0, 0, 1, 0]"
2017,Take an umbrella if it is likely to rain as there is a long queueing system outside.,"[0, 0, 0, 0, 0, 0, 0, 1, 0]"
2018,"If you look closely you will see it is engraved with the sacred blue lily, this clearly indicates the importance of the heart connection before using this magical instrument as with all Egyptian magic it was carried out by priests.","[0, 1, 0, 0, 0, 0, 0, 0, 0]"
2019,"Head sets a must, and the vr show although a little short was the highlight.","[0, 0, 0, 0, 0, 0, 1, 0, 0]"
2020,A bit crowded and chaotic so pick your times.,"[0, 0, 0, 0, 0, 0, 0, 1, 0]"
2021,A good exhibition of some of the contents of tutankhamuns tomb most not seen out of Egypt.,"[0, 1, 0, 0, 0, 0, 0, 0, 0]"
2022,"Very dissapointed, the only good thing about the day were you very very polite staff who appear to have a lot more patience then I could ever have.","[0, 0, 0, 0, 1, 0, 0, 0, 1]"
2023,"Audio headsets were not worth it for the extra price, got the same amount of information as what was written.","[0, 0, 0, 0, 0, 0, 1, 0, 0]"
2024,"Other people are rude and ignorant, blocking the displays just to get a good instagram picture.","[0, 0, 0, 0, 0, 0, 0, 1, 0]"
2025,I thought I was patient but evidently not after feeling like I wanted to snatch peoples mobile phones out of their hand and throw them across the room by gallery 2.,"[0, 0, 0, 0, 0, 0, 0, 0, 1]"
2026,"All in all although the exhibits were amazing, the whole experience was spoiled by the over selling of tickets and the fact that phone cameras weren't banned.","[0, 1, 0, 0, 0, 0, 0, 0, 1]"
2027,"Once inside you join another queue to then stand and watch a short introduction movie which was totally pointless, telling you nothing much at all.","[0, 0, 0, 0, 0, 0, 0, 1, 1]"
2028,Wen we were herded into the next room.,"[0, 0, 0, 0, 0, 0, 0, 0, 1]"
2029,This meant that you had to jostle to get anywhere near the small exhibits.,"[0, 0, 0, 0, 0, 0, 0, 1, 0]"
2030,We went along for the Tutankhamun exhibition.,"[0, 1, 0, 0, 0, 0, 0, 0, 0]"
2031,"Lots of queueing as it's a hugely popular event, to begin with that was fine and expected.","[0, 0, 0, 0, 0, 0, 0, 1, 0]"
2032,Definitely not worth the £70 we spent for less than an hour's time in the gallery!,"[0, 0, 1, 0, 0, 0, 0, 0, 0]"
2033,It just seems like a big money making exercise at the expense of the wonderful artefacts.,"[0, 1, 1, 0, 0, 0, 0, 0, 0]"
2034,If you want time and space to wander around the exhibits to really appreciate them  then I would avoid going until it is significantly quieter (maybe next year).,"[0, 0, 0, 0, 0, 0, 0, 1, 1]"
2035,There was a huge queue outside with little or no guidance of where to go.,"[0, 0, 0, 0, 0, 0, 0, 1, 0]"
2036,It was too expensive for the quality of experience and I couldn't stay for more than 45 minutes.,"[0, 0, 1, 0, 0, 0, 0, 0, 0]"
2037,The quality of the exhibits are not in question but the sheer volume of people being pumped in every 30 minutes made it unbearable.,"[0, 1, 0, 0, 0, 0, 0, 1, 0]"
2038,"Even on a cold, cloudy, windy winter day the almost 150 year old monument does not fail to impress.","[1, 0, 0, 0, 0, 0, 0, 0, 0]"
2039,I found it well worth the climb of all 246 stairs curling around the circular tower staircase to the very top.,"[0, 0, 0, 0, 0, 0, 0, 0, 1]"
2040,The views from the top even while limited by the weather or just breathtaking and the three hallways on the way up where you can take a break and learn some of the history of William Wallace and Scotland provided even someone with a good understanding of history some details.,"[1, 1, 0, 0, 0, 0, 0, 0, 0]"
2041,"i always think the monument looks a lot bigger from the bottom of the hill than when your at the top. worth taking the walk up, rather than shuttle bus, option if you have the time, but stirling isn't a particularly pretty site and the routes round the monument and craigs don't add anything as the map stones show 'landmarks' that you can't see for overgrown trees!","[0, 1, 0, 0, 0, 1, 0, 0, 0]"
2042,This is a giant stone tower on top of a hill somewhere in the middle of Scotland built to honor a guy named Wallace.,"[1, 0, 0, 0, 0, 0, 0, 0, 0]"
2043,It was very rainy when we visited so make sure you bring a rain slicker or umbrella.,"[0, 0, 0, 0, 0, 0, 0, 0, 1]"
2044,The elevator was broken on the day that we went to visit so we had to climb up some stairs to get to the observation deck.,"[0, 0, 0, 0, 0, 0, 1, 0, 0]"
2045,It was quite windy on the observation deck maybe they could put up some windows for wind protection.,"[0, 0, 0, 0, 0, 0, 0, 1, 0]"
2046,The view from the top is okay you can see some fields and meandering river if you like that kind of thing.,"[0, 1, 0, 0, 0, 0, 0, 0, 0]"
2047,"My 3 year old son loved it, but he did find the staircase quite narrow.","[0, 0, 0, 1, 0, 0, 1, 0, 0]"
2048,Between 10-11 on weekdays they do half price entry.,"[0, 0, 0, 0, 0, 0, 0, 0, 1]"
2049,"The day we went to the top of the tower the snow was so heavy the tower had to be closed mid visit, so the staff amended our tickets to allow for a re attendance.","[0, 0, 0, 0, 0, 0, 0, 0, 1]"
2050,"There are new carvings on the footpath leading from the cafe to the top, which my son loves.","[0, 1, 0, 0, 0, 0, 0, 0, 0]"
2051,"They didn't let us know before hand that a single entry covers a whole year, or we would have gone up much sooner.","[0, 0, 0, 0, 0, 0, 0, 0, 1]"
2052,"I know it's obvious and there's not much of a way around it, but it's not very disabled friendly.","[0, 0, 0, 0, 0, 0, 1, 0, 0]"
2053,"Luckily it was lovely, so she didn't mind too much!","[0, 0, 0, 0, 0, 0, 0, 0, 1]"
2054,"You can get a shuttle bus to the monument which is a good idea, and you can also take it back down again, but we decided to walk and see all the wooden sculptures.","[0, 0, 0, 0, 0, 1, 0, 0, 0]"
2055,There's a cafe and 2 really good gift shops aswell!,"[0, 0, 1, 0, 0, 0, 0, 0, 0]"
2056,"It takes about an hour to get around, so if the weather wasn't nice, we would've felt guilty leaving one of our party outside.","[0, 0, 0, 0, 0, 0, 0, 0, 1]"
2057,It feels like they are fibbing to make money with the history of the scottish hero william wallace.,"[1, 0, 0, 0, 0, 0, 0, 0, 0]"
2058,Would be much better if they could explain everything in more detail.,"[0, 0, 0, 0, 0, 0, 0, 0, 1]"
2059,"A lot of short texts explain the wallace myth, but I think there is so much lack of information.","[0, 0, 0, 1, 0, 0, 0, 0, 0]"
2060,"Stunning View, Easy Walk to the monument.","[0, 1, 0, 0, 0, 0, 0, 0, 0]"
2061,About 150 Steps to the top. -2 stars because its really expensive for the amout of information.,"[0, 0, 1, 0, 0, 0, 0, 0, 0]"
2062,When I was standing in front of her register for the previous five minutes with my family of five.,"[0, 0, 0, 1, 0, 0, 0, 0, 0]"
2063,I even let a gentleman step in front of me in line as I waited for my wife.,"[0, 0, 0, 0, 0, 0, 0, 0, 1]"
2064,She missed out on 30 dollarslbs in service .,"[0, 0, 0, 0, 1, 0, 0, 0, 0]"
2065,"Then acted as if I were in the wrong saying, ""you need to go to the end of the que.""","[0, 0, 0, 0, 0, 0, 0, 0, 1]"
2066,"Moved three maintenance workers to the front of the (""que"") line of people waiting.","[0, 0, 0, 0, 0, 0, 0, 0, 1]"
2067,Horrible Cafe staff lady.,"[0, 0, 1, 0, 0, 0, 0, 0, 0]"
2068,Very rude and inconsiderate of tourists .,"[0, 0, 0, 0, 0, 0, 0, 1, 0]"
2069,Too expensive by far to look at a ruin completely swathed in scaffolding.,"[0, 1, 1, 0, 0, 0, 0, 0, 0]"
2070,"Even my pictures were rubbish with the scaffolding and they still want the exorbitant fee, shame.","[0, 1, 0, 0, 0, 0, 0, 0, 0]"
2071,Great monument but staff at visitor centre are a disgrace when 10 minutes before they opened would not allow my 3 year old daughter to use the toilet when the full building was clearly opened up..... disgraced the name Wallace,"[0, 0, 0, 0, 1, 0, 0, 0, 0]"
2072,The sword and the view are the only highlights.,"[0, 1, 0, 0, 0, 0, 0, 0, 0]"
2073,Because of the uncaring presentation of this legend(s) for that amount of money.,"[0, 0, 1, 0, 0, 0, 0, 0, 0]"
2074,HeShe who loves the history of the Scots and their heroes will be disappointed.,"[1, 0, 0, 0, 0, 0, 0, 0, 0]"
2075,Well i don't think so!,"[0, 0, 0, 0, 0, 0, 0, 0, 1]"
2076,You know his story.,"[1, 0, 0, 0, 0, 0, 0, 0, 0]"
2077,"Plus the entrance fee is 5£ which I think is excessive for what it is, I think 3£ would be fair enough!","[0, 0, 1, 0, 0, 0, 0, 0, 0]"
2078,"The theatre disappointed me a bit I was expecting more, plus they were getting ready the stage for a show so no nice pictures could be taken.","[0, 1, 0, 0, 0, 0, 0, 0, 0]"
2079,"Parking at the top free, dont park on the first parking you see as it is for the beach and is quite expensive.","[0, 0, 0, 0, 0, 1, 0, 0, 0]"
2080,It looked very nice but costs way too much to go in.,"[0, 0, 1, 0, 0, 0, 0, 0, 0]"
2081,It would recommend going there if you have some spare cash but if not it isn't worth it.,"[0, 0, 1, 0, 0, 0, 0, 0, 0]"
2082,"We arrived 15 mins before it closed but was surprised to find it full price and when we asked if we could nip in for 5 mins, the staff curtly said no in a rather harsh voice.","[0, 0, 0, 0, 1, 0, 0, 0, 0]"
2083,Anyone with an interest in the arts or just crazy stuff that people make when they set to it will not be disappointed!,"[0, 1, 0, 0, 0, 0, 0, 0, 0]"
2084,The performance was good too - my 3yo daughter sat through it to the end!,"[0, 1, 0, 0, 0, 0, 0, 0, 0]"
2085,It was amazing being entertained to the backdrop of first a misty coast then later a blue sky and sea meeting at the distant horizon.,"[0, 1, 0, 0, 0, 0, 0, 0, 0]"
2086,This year when holidaying again we luckliy noticed there was a show on (As You like It) so we were able to fulfill an ambition and watch a performance.,"[0, 1, 0, 0, 0, 0, 0, 0, 0]"
2087,We visited a few years ago whilst on a holiday to Cornwall and loved it.,"[0, 0, 0, 0, 0, 0, 0, 0, 1]"
2088,"This is a fabulous, unique site not to be missed.","[0, 0, 0, 0, 0, 0, 0, 0, 1]"
2089,"We ordered a cream tea and a cheese tea, and were given only one tea bag between two of us......","[0, 0, 0, 0, 0, 0, 0, 0, 1]"
2090,"Would recommend stopping somewhere before here, or if in the Summer season, at the beach cafe for a reasonably priced teacoffee....","[0, 0, 1, 0, 0, 0, 0, 0, 0]"
2091,Everything in Porthcurno was shut so we had limited options after a 15mile walk.,"[0, 0, 0, 0, 0, 0, 1, 0, 0]"
2092,In the winter season why not just let people use the cafe if there are no shows on anyway?,"[0, 1, 0, 0, 0, 0, 0, 0, 0]"
2093,£5 each just to gain entry to use cafe.,"[0, 0, 1, 0, 0, 0, 0, 0, 0]"
2094,Just not good to give money to these people who want to tarmac beautiful Cornwall.,"[0, 0, 0, 0, 0, 0, 0, 0, 1]"
2095,And it has many millions in the bank it wants to spend changing the whole area with new road development to fatten it up.,"[0, 0, 0, 0, 0, 0, 0, 1, 0]"
2096,Asking around you find this charity constantly makes a really big profit.,"[0, 0, 0, 0, 0, 0, 0, 0, 1]"
2097,Maybe ok for show in summer but all fenced off and set up to get money out of you no matter what.,"[0, 1, 0, 0, 0, 0, 0, 0, 0]"
2098,"Awful, just wants money even to get to cafe, staff not very nice.","[0, 0, 0, 0, 1, 0, 0, 0, 0]"
2099,Avoid funding this nightmare.,"[0, 0, 0, 0, 0, 0, 0, 0, 1]"
2100,TIP The theatre recommends driving to Porthcurno via B3315 (go almost to Lands End).,"[0, 0, 0, 0, 0, 1, 0, 0, 0]"
2101,"We didnt spend very long here, probably 30 mins or so, but are glad we made the trip.","[0, 0, 0, 0, 0, 0, 0, 0, 1]"
2102,"Visitor prices are very reasonable (£5 for adults, and only 50p for young kids), and unusually, the parking is free.","[0, 0, 1, 0, 0, 0, 0, 0, 0]"
2103,"There are toilets further up by the car park, and a small caf which sells cider etc. Bring blankets if you're watching an evening show it can get cold!","[0, 0, 0, 0, 0, 0, 1, 0, 0]"
2104,"Been there a couple of times, and whilst the shows I've seen have been decidedly amateur, the whole experience is so much fun that I've never minded at all.","[0, 1, 0, 0, 0, 0, 0, 0, 0]"
2105,Worth a visit - they offer foldable seats in case you don't want to sit on the rock.,"[0, 0, 0, 0, 0, 0, 0, 0, 1]"
2106,"This place is absolutely magical, if Avalon was a real place this would be it.","[0, 0, 0, 0, 0, 0, 0, 0, 1]"
2107,"If you're going for the first time make sure you wear sensible shoes, warm waterproof clothing and picnic blanket as the ground can be damp (plus it might rain and I've never known them cancel a show) This is personal preference but we've always found musicals work best and book tickets way in advance as they do sell out fast.","[0, 1, 0, 0, 0, 0, 0, 0, 1]"
2108,Absolutely stunning views of one of the most beautiful beaches in the world with pure white sand and crystal clear turquoise sea friendly staff with spotless facilities.,"[0, 1, 0, 0, 0, 0, 1, 0, 0]"
2109,I remember a time when you could just wander around and sit in the theatre with out all the restrictions.,"[0, 0, 0, 1, 0, 0, 0, 0, 0]"
2110,I'm sure the lady who built it didnt intend it to end up like this.,"[0, 0, 0, 0, 0, 0, 0, 0, 1]"
2111,Save your money and arse and just visit.,"[0, 0, 0, 0, 0, 0, 0, 0, 1]"
2112,We had snails crawling up us....nice.,"[0, 0, 0, 0, 0, 0, 0, 0, 1]"
2113,Don't bother with the rented cushions.,"[0, 0, 0, 0, 0, 0, 0, 0, 1]"
2114,Acting was great however the seating is awful.,"[0, 1, 0, 0, 0, 0, 1, 0, 0]"
2115,Toilets are hugely insufficient.,"[0, 0, 0, 0, 0, 0, 1, 0, 0]"
2116,Ridiculous they rent you a cushion with a back which you can't use as the person behind then needs to amputate their feet to use.,"[0, 0, 0, 0, 0, 0, 0, 0, 1]"
2117,We were packed in with no room for your feet.,"[0, 0, 0, 0, 0, 0, 0, 1, 0]"
2118,20 minute interval with a 25 minute queue.,"[0, 0, 0, 0, 0, 0, 0, 1, 0]"
