,text,label_category,traintest
2109,"The only possible drawback to this last point is that as of the date of this posting, the additional menu items are only written in Chinese.","[0, 0, 0, 0, 1]",train
2110,"Food is average, and I would say even the chain restaurant Baluchi's tastes better.","[0, 0, 0, 1, 0]",train
2111,The place is small and cramped but the food is fantastic.,"[1, 0, 0, 1, 0]",train
2112,The food is tasty and portion sizes are appropriate.,"[0, 0, 0, 1, 0]",train
2113,A little crowded but they move that line really fast!,"[1, 1, 0, 0, 0]",train
2114,Enjoy!!!,"[0, 0, 0, 0, 1]",train
2115,Kosher dills are the perfect compliment for your unforgetable sandwich and they give you plenty of them.,"[0, 0, 0, 1, 0]",train
2116,Kudos to Po!,"[0, 0, 0, 0, 1]",train
2117,The entertainment was great they have shows that go on through out the dinner.,"[1, 0, 0, 0, 0]",train
2118,My boyfriend and I were in NY for a few days and Pastis was a place that came recommended.,"[0, 0, 0, 0, 1]",train
2119,The food is so cheap and the waiters are nice.,"[0, 1, 1, 0, 0]",train
2120,The food there is so good that even to order out the wait is incredible.,"[0, 1, 0, 1, 0]",train
2121,The bartender on my most recent visit was so incredibly rude that I will never go back.,"[0, 1, 0, 0, 0]",train
2122,"Their sushi, Kamikaze and other Rolls are fresh and well presented.","[0, 0, 0, 1, 0]",train
2123,"For authentic Thai food, look no further than Toons.","[0, 0, 0, 1, 0]",train
2124,"It's true, you feel like your in a scene from Goodfellas.","[1, 0, 0, 0, 0]",train
2125,I read the other review and have to say I had the opposite experience here last Sunday.,"[0, 0, 0, 0, 1]",train
2126,"The highlight of the night was the mayonaisse for my side of fries I received from one of the food runners, which is not good considering the bill was nearly $100.","[0, 0, 1, 1, 0]",train
2127,"I choose to go with one of the special, the braised lamb shank in red wine, which was excellent.","[0, 0, 0, 1, 0]",train
2128,"If anyones has doubt of not knowing enough about wines,please check their wine list.","[0, 0, 0, 1, 0]",train
2129,Never again!,"[0, 0, 0, 0, 1]",train
2130,"The only concern i have is with the slighly all-business waitstaff who order and throw the food down, rushing you out.","[0, 1, 0, 0, 0]",train
2131,Have the iced tea.,"[0, 0, 0, 1, 0]",train
2132,For Park avenue I expected so much more.,"[0, 0, 0, 0, 1]",train
2133,"Small servings for main entree, i had salmon (wasnt impressed) girlfriend had chicken, it was good.","[0, 0, 0, 1, 0]",train
2134,So rude.,"[0, 0, 0, 0, 1]",train
2135,you can actually get 2 salads worth if u take it home and add it to some lettuce!,"[0, 0, 0, 1, 0]",train
2136,The ambience is very romantic and definitely a good place to bring a date.,"[1, 0, 0, 0, 0]",train
2137,They are FAST.,"[0, 1, 0, 0, 0]",train
2138,"It is far more popular as a bar than as a restaurant, with only a few tables and the waiter being the bartender, but we greatly enjoyed the unobtrusive atmosphere.","[1, 0, 0, 0, 0]",train
2139,"The food is very good for it's price, better than most fried dumplings I've had.","[0, 0, 1, 1, 0]",train
2140,There are much better places in NY with better prices.,"[0, 0, 1, 0, 1]",train
2141,"Very neighborhoody, very quick and sufficient.","[1, 0, 0, 0, 0]",train
2142,Obv caviar is top of the line but the rest of the menu is so diverse it gives you a chance to taste so manydifferent varietys.,"[0, 0, 0, 1, 0]",train
2143,I ate here a week ago and found most dishes average at best and too expensive.,"[0, 0, 1, 1, 0]",train
2144,"Everything is delicious, though, my gf and I come here once a week sometimes- you will get addicted!","[0, 0, 0, 1, 1]",train
2145,And I could do without the cigar smoke.,"[1, 0, 0, 0, 0]",train
2146,"Still, try it once, since if you end up loving the food, it could be one of your best dining experiences.","[0, 0, 0, 0, 1]",train
2147,I've waited over one hour for food.,"[0, 1, 0, 0, 0]",train
2148,"Other guests enjoyed pizza, santa fe chopped salad and fish and chips.","[0, 0, 0, 1, 0]",train
2149,The ambience is very calm and quiet.,"[1, 0, 0, 0, 0]",train
2150,"Both times I was extremely dissappointed by the service, which was boarderline rude.","[0, 1, 0, 0, 0]",train
2151,Great deal!,"[0, 0, 0, 0, 1]",train
2152,Stay away from the latter since you won't go for seconds (hint hint).,"[0, 0, 0, 1, 0]",train
2153,"not only does make the best pizza in NY , maybe anywhere.","[0, 0, 0, 1, 0]",train
2154,The spicy Tuna roll is huge and probably the best that I've had at this price range.,"[0, 0, 1, 1, 0]",train
2155,Price and quality of fish alone will keep us from making a return visit.,"[0, 0, 1, 1, 0]",train
2156,Our waiter and all of the people helping him were attentive and genuine.,"[0, 1, 0, 0, 0]",train
2157,The place is a BISTRO which means: simple dishes and wine served efficiently in a bustling atmosphere.,"[1, 1, 0, 1, 0]",train
2158,This is one of the best comfort food places in the city.,"[0, 0, 0, 1, 0]",train
2159,"Overall, the ingredients and technique are there and I am encouraged enough to return at lunch or dinner to see whether the boldness of the flavour palette improves.","[0, 0, 0, 1, 1]",train
2160,I had a huge pastrami sandwich on a roll.,"[0, 0, 0, 1, 0]",train
2161,"Though you will undoubtedly be seated at a table with what seems like barely enough room (no matter what the size of your party), the warm atomosphere is worth the cramped quarters- you'll have fun and forgot about the tight spot you're in.","[1, 0, 0, 0, 0]",train
2162,The fish was not fresh and the rice tasted old and stale.,"[0, 0, 0, 1, 0]",train
2163,"Considering their price of $6.25 for lunch special, the dish was ridiculously small.","[0, 0, 1, 1, 0]",train
2164,This is the pinnacle of Indian Fast Food (all fast foods in my opinion).,"[0, 0, 0, 1, 0]",train
2165,"Besides, when you have bad service, that's less money you have to tip.","[0, 1, 0, 0, 0]",train
2166,We do not need to go to a four-star restaurant anymore.,"[0, 0, 0, 0, 1]",train
2167,The wine list is also really nice.,"[0, 0, 0, 1, 0]",train
2168,I thanked my friend who recommended me this restaurant and will certainly recommend it to others.,"[0, 0, 0, 0, 1]",train
2169,I plan on stopping by next week as well.,"[0, 0, 0, 0, 1]",train
2170,"Service was devine, oysters where a sensual as they come, and the price can't be beat!!!","[0, 1, 1, 1, 0]",train
2171,"Compared to Ess-a, Tal offers a less doughy bagel!","[0, 0, 0, 1, 0]",train
2172,Ballato's is consistently delicious authentic italian food.,"[0, 0, 0, 1, 0]",train
2173,"The service was attentive, yet discreet.","[0, 1, 0, 0, 0]",train
2174,"As a retired hipster, I can say with some degree of certainty that for the last year Lucky Strike has been the best laid-back late night in the city.","[0, 0, 0, 0, 1]",train
2175,For those prices and the dressed up atmosphere you expect more and should get more.,"[1, 0, 1, 0, 0]",train
2176,"Then, IF they answer the phone, you're lucky if they don't hang up on you!","[0, 1, 0, 0, 0]",train
2177,They offer the same menu but have creative drinks that are loaded with alcohol and cheeky names -- but they do cost you.,"[0, 0, 1, 1, 0]",train
2178,We went to eat at the Jekyll and Hyde restaurant on Friday night and really enjoyed the fun atmosphere and good food.,"[1, 0, 0, 1, 1]",train
2179,The food was pretty tradional but it was hot and good with large portions.,"[0, 0, 0, 1, 0]",train
2180,Highly recommended to all!,"[0, 0, 0, 0, 1]",train
2181,highly recommended.,"[0, 0, 0, 0, 1]",train
2182,"Unless you are eating in the Pizzeria side of this place, and are not in a rush, this place is a bad idea.","[0, 0, 0, 0, 1]",train
2183,You have to increase the service a lot.,"[0, 1, 0, 0, 0]",train
2184,Ambiance is barely romantic but management tries.,"[1, 0, 0, 0, 0]",train
2185,"I must warn the reader that the portions sizes are very small (especially the appetizers), so if you plan to eat until you are full and do not intend to order the chef's special tasting menu, prepare to order and pay for an appetizer (1 dish for each person because the portions are not for sharing), a main entree, and the cold udon at the end of the meal.","[0, 0, 0, 1, 0]",train
2186,They were very abrupt with me when I called and actually claimed the food was late because they were out of rice.,"[0, 1, 0, 0, 0]",train
2187,"After we got our sashimi order, I could not believe how small the portions were!","[0, 0, 0, 1, 0]",train
2188,"After the main course came, we didn't see our waiter for at least 40 MINUTES!","[0, 1, 0, 0, 0]",train
2189,It will be on my to do list the next visit to NYC.,"[0, 0, 0, 0, 1]",train
2190,Nothing better than buying a snapple for $3.25 too.,"[0, 0, 1, 0, 0]",train
2191,"When family came in he gave them apps to test their palets, and then ordered for them.","[0, 1, 0, 0, 0]",train
2192,I was pleasantly surprised to find this gem in Hoboken.,"[0, 0, 0, 0, 1]",train
2193,"Service is extraordinary, yet not overbearing, and the decor brings a taste of trendy SoHo into Queens.","[1, 1, 0, 0, 0]",train
2194,"The dosas are skimpy, unattractive and drip with grease, and personally I'd drink popcorn topping before I'd eat another one of these.","[0, 0, 0, 1, 0]",train
2195,The service was excellent and the food was delicious.,"[0, 1, 0, 1, 0]",train
2196,If I wanted to deal with a crappy scene and annoying customers I'd go out in Manhattan.,"[1, 0, 0, 0, 1]",train
2197,"After a seafood craving, i checked citysearch and chose to go to Fish based on a previous review and the citysearch info.","[0, 0, 0, 0, 1]",train
2198,Right off the major deegan you get ladies from all over the city.,"[1, 0, 0, 0, 0]",train
2199,Until you realize that their five minutes is meaningless and your wait may be anywhere from two to twenty minutes it may be frustrating.,"[0, 1, 0, 0, 0]",train
2200,always fresh and delicious.,"[0, 0, 0, 1, 0]",train
2201,"The food was very good, but not very thai.","[0, 0, 0, 1, 0]",train
2202,"Thalia is a beautiful restaurant with beautiful people serving you, but the food doesn't quite match up.","[0, 1, 0, 1, 0]",train
2203,The fillings may be unconventional but the dosa batter is definitely authentic and the combinations very tasty.,"[0, 0, 0, 1, 0]",train
2204,"This is the perfect spot for meeting friends, having lunch, dinner, pre-theatre or after-theatre drinks!","[1, 0, 0, 0, 1]",train
2205,This is a fun restaurant to go to.,"[0, 0, 0, 0, 1]",train
2206,"The mussaman curry that I ordered was as thin as water and aside from the poorly fried tofu that I ordered in it, they graciously provided me with ONE piece of poorly cooked potato.","[0, 0, 0, 1, 0]",train
2207,Had a late night dinner on a Saturday night.,"[0, 0, 0, 0, 1]",train
2208,A restaurant that doesn't try to do anything except serve great food with great service in a pleasant atmosphere.,"[1, 1, 0, 1, 0]",train
2209,Their sake martini is wonderful.,"[0, 0, 0, 1, 0]",train
2210,"Well, this place is so Ghetto its not even funny.","[1, 0, 0, 0, 0]",train
2211,Bravissimo !!,"[0, 0, 0, 0, 1]",train
2212,Once they ran out of Gnochi and made it for me from scratch!,"[0, 0, 0, 0, 1]",train
2213,We would like to thank Marcelo and Grace for a wonderful dining experience!!!,"[0, 0, 0, 0, 1]",train
2214,"Found service above average, but that could be because we were 13 of us.","[0, 1, 0, 0, 1]",train
2215,"When I arrived at Orsay I was thrown back, in a veyr good sense.","[0, 0, 0, 0, 1]",train
2216,"Bagels are ok, but be sure not to make any special requests!","[0, 0, 0, 1, 0]",train
2217,"This is the Cheers of New York, whether you've ever been there or not.","[0, 0, 0, 0, 1]",train
2218,It's to die for!,"[0, 0, 0, 0, 1]",train
2219,Cute and decorative.,"[1, 0, 0, 0, 0]",train
2220,"I know this is the case in many nyc eateries, but here, they really cram you in to the point where it's borderline uncomfortable.","[1, 0, 0, 0, 0]",train
2221,fine dining restaurant quality.,"[0, 0, 0, 1, 0]",train
2222,Overall a disappointing experience for that price category.,"[0, 0, 1, 0, 1]",train
2223,"I've had the lunch buffet at Chennai a couple of times, when I have been in the neighborhood.","[0, 0, 0, 0, 1]",train
2224,The food was exceptional.,"[0, 0, 0, 1, 0]",train
2225,You will be satisfied.,"[0, 0, 0, 0, 1]",train
2226,Another great place to take out-of-towners!,"[0, 0, 0, 0, 1]",train
2227,"But, hey, there is anything better with a decent vegetarian selection in Astoria.","[0, 0, 0, 0, 1]",train
2228,We were less than impressed.,"[0, 0, 0, 0, 1]",train
2229,A Thai restaurant out of rice during dinner?,"[0, 0, 0, 0, 1]",train
2230,but still my date was bad,"[0, 0, 0, 0, 1]",train
2231,Would definitely go back again.,"[0, 0, 0, 0, 1]",train
2232,I have been to Rao's probably 15 times the past 3 years and it keeps getting better.,"[0, 0, 0, 0, 1]",train
2233,The portions are small but being that the food was so good makes up for that.,"[0, 0, 0, 1, 0]",train
2234,(and I have eaten my share) Which impresses me for having such a large amount of people to serve.,"[0, 1, 0, 0, 0]",train
2235,"Sure, the setting is nice.","[1, 0, 0, 0, 0]",train
2236,Overall a worthwhile experience.,"[0, 0, 0, 0, 1]",train
2237,"The service is friendly, if not the most prompt in the world, the food is great, and the prices, while not cheap, won't put your wallet out of commission.","[0, 1, 1, 1, 0]",train
2238,"Had 1 appetizer, 2 entrees and 2 cokes and the bill was ~$55.00, not including tip.","[0, 0, 1, 1, 0]",train
2239,"It's really a takeaway place, I wouldn't sit if I could take it home.","[0, 0, 0, 0, 1]",train
2240,THE MOST FUN RESTAURANT I HAVE EVER BEEN TOO!,"[0, 0, 0, 0, 1]",train
2241,Best drumsticks over rice and sour spicy soup in town!,"[0, 0, 0, 1, 0]",train
2242,Some of the finest latin women you'll see in your life hang out at Jimmy's.,"[1, 0, 0, 0, 0]",train
2243,Slightly above average wines start at $70+ with only one selection listed at $30+.,"[0, 0, 1, 1, 0]",train
2244,Their whitefish salad is excellent--all whitefish with a little mayo.,"[0, 0, 0, 1, 0]",train
2245,"And it all comes at a very reasonable price (congee, noodles, and rice dishes are no more than $3-6 each).","[0, 0, 1, 0, 0]",train
2246,"Nobody at this restaurant will give firm answers about anything and in the end, not one person takes responsibility for anything.","[0, 1, 0, 0, 0]",train
2247,I had a great experience.,"[0, 0, 0, 0, 1]",train
2248,"The chicken parm was edible but had canned tomato sauce and boxed pasta and the chicken with portobello mushrooms consisted of dry, inedible chicken with terrible sauce.","[0, 0, 0, 1, 0]",train
2249,I recommend this place to everyone who asks me where to go for a good meal.,"[0, 0, 0, 0, 1]",train
2250,The waitresses are nice--also you can just get counter service sit.,"[0, 1, 0, 0, 0]",train
2251,The only friendly staff member was the guy at the bar.,"[0, 1, 0, 0, 0]",train
2252,"Having been a long time Ess-a-Bagel fan, I was surpised to find myself return time and time again to Murray's.","[0, 0, 0, 0, 1]",train
2253,Go for it!,"[0, 0, 0, 0, 1]",train
2254,Highly recommended.,"[0, 0, 0, 0, 1]",train
2255,"You can certainly find restaurants that offer a superior fine dining experience, but for superb food at reasonable prices, La Villa can't be beat.","[0, 0, 1, 1, 1]",train
2256,Won't or Can't is not in the service directory.,"[0, 1, 0, 0, 0]",train
2257,I cannot imagine a friendlier staff working in a restaurant.,"[0, 1, 0, 0, 0]",train
2258,I do suggest to ask to be seated upstairs if you are looking to be a little cozy.,"[1, 0, 0, 0, 1]",train
2259,"To speak of the Park Side, words can not describe.","[0, 0, 0, 0, 1]",train
2260,"The red curry is weak and tasteless, the pad thai is stuck together and lumpy, the rice is often overcooked, and the seafood is pretty sketchy.","[0, 0, 0, 1, 0]",train
2261,The wine list is extensive and can easily hike up an otherwise reasonably priced meal.,"[0, 0, 1, 1, 0]",train
2262,"Saul is pretty good, but definitely not great.","[0, 0, 0, 1, 0]",train
2263,"I would recommend Roxy's for that, but not for their food.","[0, 0, 0, 1, 1]",train
2264,We always get a sampling of appetizers and share.,"[0, 0, 0, 0, 1]",train
2265,"Overall I was impressed and will return, it's a great QPR (Quality to Price Ratio).","[0, 0, 1, 0, 1]",train
2266,"It is nearly impossible to get a table, so if you ever have the chance to go here for dinner, DO NOT pass it up.","[0, 0, 0, 0, 1]",train
2267,Their pad penang is delicious and everything else is fantastic.,"[0, 0, 0, 1, 0]",train
2268,"The puke green walls leave a lot to be desired, but the food is very good.","[1, 0, 0, 1, 0]",train
2269,"The flavors are very fresh and pretty inobtrusive, nothing flashy.","[0, 0, 0, 1, 0]",train
2270,"I like Cafe Noir dont get me wrong, it is jsut that the people who work there are evil and incompetent!!","[0, 1, 0, 0, 0]",train
2271,The hanger steak was like rubber and the tuna was flavorless not to mention it tasted like it had just been thawed.,"[0, 0, 0, 1, 0]",train
2272,But $1 for each small piece???,"[0, 0, 1, 0, 0]",train
2273,"Our son loves pizza and we have a certified Neapolitan pizzaria in our home city (Seattle), we liked this nearly as much - and the differences were more about personal preference than any reflection on either restaurant.","[0, 0, 0, 0, 1]",train
2274,big and soft as well as good lunch food.,"[0, 0, 0, 1, 0]",train
2275,"No food snobs allowed, this place is for people who appreciate good food.","[0, 0, 0, 1, 1]",train
2276,I liked the food at this quasi-thai restaurant.,"[0, 0, 0, 1, 0]",train
2277,By far the best salad I have had in a fast food restaurant.,"[0, 0, 0, 1, 0]",train
2278,Suan is a great place that I often take my friends (classmates) too.,"[0, 0, 0, 0, 1]",train
2279,Not a great place for family or general dining.,"[0, 0, 0, 0, 1]",train
2280,"As for the bar, this is another bad idea.","[0, 0, 0, 1, 0]",train
2281,"Their bagels are fine, but they are a little overcooked, and not really a 'special' bagel experience.","[0, 0, 0, 1, 0]",train
2282,"Unlike HH up the block, this place actually gives you hearty and hot bagels this town is known for.","[0, 0, 0, 1, 0]",train
2283,I thought going to Jimmys would give me a real Domincan exprience.,"[0, 0, 0, 0, 1]",train
2284,The barebecued salmon is elegantly spiced and not at all dry.,"[0, 0, 0, 1, 0]",train
2285,"Same owner as the guy who owns Typhoon, which is just down the street on St. Marks and 1st Ave.","[0, 0, 0, 0, 1]",train
2286,What generous portions!,"[0, 0, 0, 1, 0]",train
2287,The workers there also absolutely load the bagel with cream cheese (gets a little messy).,"[0, 0, 0, 1, 0]",train
2288,I was wrong.,"[0, 0, 0, 0, 1]",train
2289,The wine the service was very good too.,"[0, 1, 0, 1, 0]",train
2290,"So, the menu is written in chalk above your head and it all sounds delicious.","[1, 0, 0, 1, 0]",train
2291,The highly spiced chai tea was great too.,"[0, 0, 0, 1, 0]",train
2292,No plans to return anytime soon.,"[0, 0, 0, 0, 1]",train
2293,"I have been there many times, and food is good and consistent.","[0, 0, 0, 1, 0]",train
2294,"Seriously, this is the best all you can eat in town- As everyone says, the Spicy Tuna hand rolls are the best- have 4 of these, and you've broken even.","[0, 0, 0, 1, 0]",train
2295,There is not a single place in Chinatown where you have a nice neighborhood feeling like here.,"[1, 0, 0, 0, 0]",train
2296,"While Sapphire is certainly not lacking in ambiance, and probably has the best decor of any Indian restaurant I have been to in New York City, the food was not what I had hoped for.","[1, 0, 0, 1, 0]",train
2297,I would highly recommend this place to anyone looking for a casual atmosphere that whisks you away to the left bank of the river Seine.,"[1, 0, 0, 0, 1]",train
2298,I just do not understand what the fuss is all about.,"[0, 0, 0, 0, 1]",train
2299,The meat dishes were only so-so.,"[0, 0, 0, 1, 0]",train
2300,"His wife Tanya, the hostess, completes the comforting atmosphere by being delightfully warm and gracious.","[1, 1, 0, 0, 0]",train
2301,"We liked it so much, that we will always make it a point to dine here when we visit New York.","[0, 0, 0, 0, 1]",train
2302,"The menu consisted of standard brassiere food, better then places like Balthazar etc.","[0, 0, 0, 1, 0]",train
2303,"I have been a longtime fan of Holy Basil in the East Village, and while I do believe their food has slightly slipped in quality, I have been hesitant to be disloyal.","[0, 0, 0, 1, 1]",train
2304,"But the best part about LS is the late night atmosphere, delightfully free of the BTs.","[1, 0, 0, 0, 0]",train
2305,For an untrendy rip-off- eat here.,"[0, 0, 0, 0, 1]",train
2306,And you're hungry a few hours later.,"[0, 0, 0, 1, 0]",train
2307,I can't wait to go back.,"[0, 0, 0, 0, 1]",train
2308,I HATE HATE HATE this place.,"[0, 0, 0, 0, 1]",train
2309,We even had a visit from the Manager who wanted to make sure we were enjoying ourselves.,"[0, 1, 0, 0, 1]",train
2310,The staff there is very attentive and down to earth.,"[0, 1, 0, 0, 0]",train
2311,"You don't go to Mizu for excellent service, you go for the large amounts of food, the amiable atmosphere, and the hole-in-the-wall feeling of the place.","[1, 1, 0, 1, 0]",train
2312,"The service is always bad though, don't expect much of anything from your server, and I would not recommend bringing a date here either.","[0, 1, 0, 0, 0]",train
2313,Monday nights are a bargain at the $28 prix fix - this includes a three course meal plus *three* glasses of wine paired with each course.,"[0, 0, 1, 0, 0]",train
2314,Wonderful!,"[0, 0, 0, 0, 1]",train
2315,It took them 15 minutes to put water in our glasses.,"[0, 1, 0, 0, 0]",train
2316,The service is descent even when this small place is packed.,"[0, 1, 0, 0, 0]",train
2317,This is the best sushi in new york city - hands down.,"[0, 0, 0, 1, 0]",train
2318,Go hungry and enjoy.,"[0, 0, 0, 0, 1]",train
2319,I have eaten a lot of pizza here.,"[0, 0, 0, 0, 1]",train
2320,This place is worth an one-hour drive.,"[0, 0, 0, 0, 1]",train
2321,Great value for the quality ingredients.,"[0, 0, 1, 1, 0]",train
2322,"The Thali was small, thoroughly unremarkable, and $14.95.","[0, 0, 1, 1, 0]",train
2323,The sushi is also great!,"[0, 0, 0, 1, 0]",train
2324,From the complimentary chef app of a delicate butternut squash ravioli in a delicious truffle sauce to an amazing buttery and tender langostine entree to a dessert that I can't remember because of the fabulous Cakebread Cabernet we were drinking -- the whole evening was amazing.,"[0, 0, 0, 1, 0]",train
2325,Truly the mark of an attentive waiter.,"[0, 1, 0, 0, 0]",train
2326,"The food here is rather good, but only if you like to wait for it.","[0, 1, 0, 1, 0]",train
2327,I got an excellent piece of cheesecake and we had several other nice pastries.,"[0, 0, 0, 1, 0]",train
2328,"The staff is very kind and well trained, they're fast, they are always prompt to jump behind the bar and fix drinks, they know details of every item in the menu and make excelent recomendations.","[0, 1, 0, 0, 0]",train
2329,The makhani was OK --the korma was bland.,"[0, 0, 0, 1, 0]",train
2330,The food is inventive but still keeps traditional indian flavoring.,"[0, 0, 0, 1, 0]",train
2331,All I can say is WOW!,"[0, 0, 0, 0, 1]",train
2332,"though the service could be better (possibly due to more than one very large group in the house), it is very cordial and warm, as is the general clientele.","[1, 1, 0, 0, 0]",train
2333,"The decor in this place is very diner-ish and the kind of place you expect in the East Village - not romantic, just simple, small and sparse.","[1, 0, 0, 0, 0]",train
2334,This is a cute place and could be good but they need to get their act together.,"[1, 0, 0, 0, 1]",train
2335,The lox is always fresh too.,"[0, 0, 0, 1, 0]",train
2336,"Sure enough, exactly 30 minutes later we got the call and were seated promptly.","[0, 1, 0, 0, 0]",train
2337,Service was very friendly.,"[0, 1, 0, 0, 0]",train
2338,So all I'm trying to say is this restaurant is by far the best thai food restaurant I've ever been to.,"[0, 0, 0, 1, 1]",train
2339,Food was OK - fish was cooked well.,"[0, 0, 0, 1, 0]",train
2340,We actually left hungry and went across the street to Wo Hop at 15 Mott street for some good chinese food.,"[0, 0, 0, 1, 1]",train
2341,The duck confit is always amazing and the foie gras terrine with figs was out of this world.,"[0, 0, 0, 1, 0]",train
2342,"The whole set up is truly unprofessional and I wish Cafe Noir would get some good staff, because despite the current one this is a great place.","[0, 1, 0, 0, 0]",train
2343,The service does sometimes lack focus and it is not ideal if you are in a hurry but I have never been treated rudely.,"[0, 1, 0, 0, 0]",train
2344,"I have reservations about the all you can eat deal, however -- the choices are fairly limited and you can probably order more food than you can eat for less than $18 by just going off the menu.","[0, 0, 0, 1, 0]",train
2345,The staff offers impeccable service.,"[0, 1, 0, 0, 0]",train
2346,The catch is that you are charged extra for ANYTHING that you leave on your plate so don't be a greedy pig!,"[0, 0, 1, 0, 1]",train
2347,We ended our great experience by having Gulab Jamun (dessert) recommended by the waiter.,"[0, 0, 0, 1, 0]",train
2348,wont come back again for sure!,"[0, 0, 0, 0, 1]",train
2349,i went to utsav about a yr ago with my family.,"[0, 0, 0, 0, 1]",train
2350,"This place doesn't compare with Mamoun's in terms of price, freshness, value, and consisent quality, but that's just my opinion.","[0, 0, 1, 1, 0]",train
2351,"The place is sleek, modern and playfull and i will return again frequently.","[1, 0, 0, 0, 0]",train
2352,"I have known about this secret for the last 13 years, Emilio(the Godfather) has continued to serve food and wine for the gods at mortal prices.","[0, 0, 1, 1, 0]",train
2353,The brioche and lollies as party favors is a cute and sweet touch to a most memorable meal.,"[0, 0, 0, 1, 0]",train
2354,"After being told that our party of three would be seated in 10 minutes and watching other parties (multiples of 2 and higher) seated for 40 minutes, the three of us were squished into a small 2-person table.","[0, 1, 0, 0, 1]",train
2355,And the bill was outragous.,"[0, 0, 1, 0, 0]",train
2356,"The service was attentive, yet unimposing, the food was far better than many notorious restaurants in Midtown and the wine list is extensive and well priced.","[0, 1, 1, 1, 0]",train
2357,"Kind, attentive wait staff.","[0, 1, 0, 0, 0]",train
2358,Bon appettite!!,"[0, 0, 0, 0, 1]",train
2359,Salads were fantastic.,"[0, 0, 0, 1, 0]",train
2360,The owners and employees are friendly and their pizza is fantastic.,"[0, 1, 0, 1, 0]",train
2361,"La Rosa waltzes in, and I think they are doing it the best.","[0, 0, 0, 0, 1]",train
2362,"The food is yummy, especially their cooked-to-perfection mussels in spicy tomato sauce and their shoestring crispy fries.","[0, 0, 0, 1, 0]",train
2363,The food is authentic Italian - delicious!,"[0, 0, 0, 1, 0]",train
2364,"A great addition to Smith Street: finally, a place that's not pretentious and filled with women wearing Ugg boots.","[0, 0, 0, 0, 1]",train
2365,skip dessert.,"[0, 0, 0, 1, 0]",train
2366,We spent $200 in this place and left hungry and very disappointed.,"[0, 0, 1, 0, 1]",train
2367,It is simply amazing.,"[0, 0, 0, 0, 1]",train
2368,I complete the total bagel experience by having it lightly toasted.,"[0, 0, 0, 0, 1]",train
2369,It was like the servers forgot that they actually worked there and instead wanted to hang out and be cool.,"[0, 1, 0, 0, 0]",train
2370,I liked this place the first time but doubt I will ever return.,"[0, 0, 0, 0, 1]",train
2371,The service is good and ambience is good for a date or group outing.,"[1, 1, 0, 0, 0]",train
2372,A great way to make some money is to buy a case of snapple from Costco and sell it right outside for only $2.50.,"[0, 0, 0, 0, 1]",train
2373,It's all about the food !!,"[0, 0, 0, 1, 0]",train
2374,Fast service.,"[0, 1, 0, 0, 0]",train
2375,"Skip this restaurant, it's a big disappointment.","[0, 0, 0, 0, 1]",train
2376,"The staff is excellent, specjal: that girl behind the bar, european chic.","[0, 1, 0, 0, 0]",train
2377,"stick with the chicken, beef, and lamb dishes.","[0, 0, 0, 1, 0]",train
2378,"The service was bad, the food took to forever to come, we sat on the upper level.","[0, 1, 0, 0, 0]",train
2379,"We a menu that rearely changes,e xcept for one or two specials, the quality and care they put in thier food in evident.","[0, 0, 0, 1, 0]",train
2380,ALWAYS full with tourists (especially because of it's close proximity to Rockefeller Center).,"[1, 0, 0, 0, 0]",train
2381,"The decor is nice, but more casual than fine dining.","[1, 0, 0, 0, 0]",train
2382,This restaurant is a wonderful place to go many times and it is reasonably priced.,"[0, 0, 1, 0, 1]",train
2383,"Bravo, Blue Hill!","[0, 0, 0, 0, 1]",train
2384,"Conveniently located too, being right on Bedford ave.","[0, 0, 0, 0, 1]",train
2385,My friends and I came across this place while walking in the village.,"[0, 0, 0, 0, 1]",train
2386,"Bottom line: B+ for the food, F for the service.","[0, 1, 0, 1, 0]",train
2387,The only thing the waiters don't do for you is wipe your chin when you leave.,"[0, 1, 0, 0, 0]",train
2388,This place is to be avoided.,"[0, 0, 0, 0, 1]",train
2389,"Stick to dimsum, not super overpriced noodles.","[0, 0, 1, 1, 0]",train
2390,The service is fine and they allow you to enjoy the view.,"[1, 1, 0, 0, 0]",train
2391,My sister says it reminds her of a restaurant run by high-school students who don't know what they are doing.,"[0, 0, 0, 0, 1]",train
2392,"We, there were four of us, arrived at noon - the place was empty - and the staff acted like we were imposing on them and they were very rude.","[0, 1, 0, 0, 0]",train
2393,"At 6:30, we were the third party there.","[0, 0, 0, 0, 1]",train
2394,delicious simple food in nice outdoor atmosphere.,"[1, 0, 0, 1, 0]",train
2395,I will definetly be going back.,"[0, 0, 0, 0, 1]",train
2396,"No, really.","[0, 0, 0, 0, 1]",train
2397,"The food is good, but very expensive for the casualness of it.","[0, 0, 1, 1, 0]",train
2398,The only fallback on this restaurant is the prices.,"[0, 0, 1, 0, 0]",train
2399,I've been to Naples 45 for dinner twice.,"[0, 0, 0, 0, 1]",train
2400,The hot and sour soup was unbearably hot and tasted of only pepper and nothing else.,"[0, 0, 0, 1, 0]",train
2401,i love the pics of andy warhol when he used to frequent the place (he painted the ballato's sign in the window).,"[1, 0, 0, 0, 0]",train
2402,Try sushimi cucumber roll.,"[0, 0, 0, 1, 0]",train
2403,I'm saving up for my next visit.,"[0, 0, 0, 0, 1]",train
